979,Janeen,Burvill,Aysh,1999-08-28,2,5
980,Avivah,Laurisch,Heigho,1996-01-14,76,4
981,Sunny,Ruseworth,Kolis,2004-11-07,66,4
982,Ashien,Willerstone,Valerio,1991-12-22,41,5
983,Wilhelm,Pattemore,Torald,2020-06-17,66,4
984,Nelson,McArtan,Ferrea,2023-01-01,57,1
985,Erin,Rubinowitsch,Fielding,1997-05-20,45,2
986,Nananne,Corradini,Bambery,2001-01-07,74,5
987,Angy,Mechi,Mechem,2001-02-14,42,1
988,Theo,Coraini,Moulding,1999-03-10,65,1
989,Amandie,Pflieger,Lambell,2016-04-29,78,4
990,Opal,Seemmonds,Castro,2005-12-22,72,3
991,Astrid,Mattaus,Tirrey,2005-05-20,37,3
992,Salvatore,Roskrug,Sparsholt,2006-05-04,94,1
993,Uri,MacLeod,Mardell,2004-11-19,9,1
994,Berk,Allerton,Hards,2023-02-13,8,3
995,Sidnee,Adnam,Dain,1999-07-15,15,5
996,Forester,Jahnke,Scutt,2017-02-20,12,5
997,Jania,Maybury,Leebetter,2023-07-20,77,2
998,Sarena,Bonellie,Jefferson,2002-02-14,20,4
999,Gratiana,de Grey,Hamelyn,2013-06-22,8,3
1000,Derick,Machans,Deely,2003-08-05,71,5
